14/03/2025;344.284
15/04/2025;298.292
15/05/2025;316.689
13/06/2025;304.862
15/07/2025;30.749
15/08/2025;306.176
15/09/2025;299.606
15/10/2025;30.092
14/11/2025;308.804
15/12/2025;303.548
